user_id,book_id,rating,interaction_date
U012,B023,4.0,2026-09-13
U012,B019,3.5,2026-09-14
U013,B035,3.0,2026-08-21
U013,B003,4.5,2026-08-25
U013,B018,2.5,2026-08-26
U013,B022,2.0,2026-09-01
U013,B020,3.0,2026-09-05
U013,B005,5.0,2026-09-06
U013,B025,3.0,2026-09-06
U013,B001,5.0,2026-09-07
U013,B012,2.5,2026-09-07
U013,B014,4.0,2026-09-07
U013,B021,2.5,2026-09-07
U013,B036,3.5,2026-09-11
U013,B034,4.0,2026-09-12
U014,B008,3.0,2026-08-20
U014,B016,4.5,2026-08-21
U014,B021,1.5,2026-08-21
U014,B014,4.0,2026-08-22
U014,B020,2.0,2026-08-24
U014,B034,4.5,2026-08-24
U014,B015,3.0,2026-08-26
U014,B018,4.0,2026-08-27
U014,B031,4.0,2026-09-02
U014,B017,4.5,2026-09-03
U014,B032,3.0,2026-09-06
U014,B009,3.0,2026-09-07
U014,B019,3.5,2026-09-09
U014,B036,3.5,2026-09-12
U015,B023,2.5,2026-08-21
U015,B010,3.5,2026-08-23
U015,B029,3.5,2026-08-24
U015,B009,2.0,2026-08-30
U015,B033,2.0,2026-09-01
U015,B017,4.5,2026-09-02
U015,B006,3.0,2026-09-05
U015,B007,3.0,2026-09-07
U015,B001,4.5,2026-09-09
U015,B031,3.0,2026-09-09
U015,B014,5.0,2026-09-11
U015,B026,4.0,2026-09-13
U015,B015,3.5,2026-09-14
U016,B006,3.0,2026-08-22
U016,B016,4.5,2026-08-22
U016,B031,2.5,2026-08-22
U016,B020,3.5,2026-08-28
U016,B014,3.0,2026-08-30
U016,B034,3.5,2026-08-30
U016,B015,3.5,2026-09-01
U016,B002,3.5,2026-09-07
U016,B024,4.5,2026-09-09
U016,B035,3.0,2026-09-13
U017,B016,4.0,2026-08-24
U017,B003,4.5,2026-08-28
U017,B002,4.5,2026-09-06
U017,B021,1.0,2026-09-07
U017,B008,3.0,2026-09-11
U017,B031,2.5,2026-09-11
U017,B027,4.5,2026-09-12
U017,B011,3.0,2026-09-13
U017,B014,3.5,2026-09-14
U017,B030,3.5,2026-09-14
U018,B017,3.5,2026-08-22
U018,B019,4.0,2026-08-22
U018,B022,3.5,2026-08-22
U018,B009,4.5,2026-08-23
U018,B012,5.0,2026-08-24
U018,B026,5.0,2026-08-26
U018,B014,5.0,2026-08-31
U018,B027,5.0,2026-08-31
U018,B003,2.5,2026-09-01
U018,B029,5.0,2026-09-04
U018,B015,4.0,2026-09-10
U018,B007,2.0,2026-09-11
U018,B016,3.0,2026-09-11
U019,B011,2.5,2026-08-21
U019,B025,4.0,2026-08-22
U019,B014,3.0,2026-08-23
U019,B026,4.0,2026-08-26
U019,B004,4.0,2026-09-02
U019,B010,3.5,2026-09-03
U019,B006,4.5,2026-09-05
U019,B016,4.0,2026-09-07
U019,B001,3.5,2026-09-09
U019,B031,3.5,2026-09-11
U019,B012,3.5,2026-09-12
U019,B013,3.5,2026-09-12
U019,B020,3.5,2026-09-12
U019,B019,5.0,2026-09-13
U019,B030,5.0,2026-09-13
U020,B031,5.0,2026-08-21
U020,B007,4.5,2026-08-22
U020,B020,3.5,2026-08-25
U020,B035,5.0,2026-08-27
U020,B008,5.0,2026-09-01
U020,B010,5.0,2026-09-01
U020,B033,4.0,2026-09-04
U020,B036,4.5,2026-09-04
U020,B019,3.0,2026-09-06
U020,B009,5.0,2026-09-12
U020,B034,4.5,2026-09-12
U021,B031,2.0,2026-08-21
U021,B035,3.0,2026-08-22
U021,B033,2.5,2026-08-23
U021,B025,3.5,2026-08-26
U021,B007,2.5,2026-08-27
U021,B003,4.5,2026-08-31
U021,B019,4.5,2026-09-04
U021,B009,3.0,2026-09-06
U021,B013,2.5,2026-09-11
U022,B022,2.0,2026-08-20
U022,B009,3.5,2026-08-21
U022,B017,5.0,2026-08-22
U022,B036,3.5,2026-08-22
U022,B004,3.0,2026-08-24
U022,B033,3.5,2026-08-30
U022,B035,4.0,2026-08-30
U022,B001,2.5,2026-08-31
U022,B015,4.0,2026-09-02
U022,B003,4.0,2026-09-05
U022,B016,4.5,2026-09-07
U022,B014,5.0,2026-09-08
U022,B032,4.5,2026-09-08
U022,B031,4.0,2026-09-11
U023,B014,2.5,2026-08-23
U023,B033,4.0,2026-08-26
U023,B035,4.0,2026-08-28
U023,B001,3.5,2026-08-31
U023,B010,5.0,2026-09-02
U023,B034,5.0,2026-09-02
U023,B009,5.0,2026-09-06
U023,B024,4.0,2026-09-09
U023,B008,4.5,2026-09-10
U023,B031,4.0,2026-09-10
U024,B011,3.0,2026-08-20
U024,B018,3.0,2026-08-20
U024,B031,4.0,2026-08-21
U024,B016,3.5,2026-08-22
U024,B022,2.5,2026-08-26
U024,B027,4.0,2026-08-29
U024,B014,2.5,2026-09-01
U024,B028,3.0,2026-09-02
U024,B002,5.0,2026-09-06
U024,B001,3.5,2026-09-08
U024,B013,3.5,2026-09-10
U024,B003,5.0,2026-09-11
U024,B009,3.5,2026-09-13
U025,B004,2.0,2026-08-27
U025,B035,4.5,2026-08-28
U025,B002,4.0,2026-08-29
U025,B016,4.5,2026-08-31
U025,B019,3.5,2026-08-31
U025,B013,4.0,2026-09-01
U025,B032,4.5,2026-09-07
U025,B033,4.5,2026-09-07
U025,B030,3.5,2026-09-11
U025,B001,3.0,2026-09-14
U025,B031,5.0,2026-09-14
U026,B009,3.5,2026-08-21
U026,B005,3.5,2026-08-23
U026,B022,4.5,2026-08-23
U026,B001,3.5,2026-08-24
U026,B010,3.5,2026-08-29
U026,B030,5.0,2026-09-03
U026,B019,5.0,2026-09-06
U026,B035,3.0,2026-09-07
U026,B014,3.5,2026-09-12
U026,B016,4.0,2026-09-14
U027,B017,3.0,2026-08-20
U027,B029,4.0,2026-08-21
U027,B014,1.5,2026-08-22
U027,B011,3.5,2026-08-24
U027,B018,2.5,2026-09-01
U027,B010,3.0,2026-09-03
U027,B013,4.0,2026-09-08
U027,B009,3.5,2026-09-10
U027,B016,3.0,2026-09-11
U027,B008,3.5,2026-09-13
U027,B025,2.5,2026-09-13
U028,B023,5.0,2026-08-21
U028,B029,3.0,2026-08-24
U028,B016,2.0,2026-08-25
U028,B008,4.0,2026-09-03
U028,B022,4.0,2026-09-03
U028,B011,5.0,2026-09-06
U028,B009,5.0,2026-09-08
U028,B018,4.0,2026-09-08
U028,B031,3.5,2026-09-08
U028,B014,3.0,2026-09-09
U028,B019,4.0,2026-09-09
U028,B020,5.0,2026-09-09
U028,B024,5.0,2026-09-12
U028,B002,3.0,2026-09-13
U029,B013,4.5,2026-08-25
U029,B009,3.5,2026-08-27
U029,B014,4.5,2026-08-28
U029,B031,3.5,2026-08-28
U029,B024,4.0,2026-09-03
U029,B020,4.0,2026-09-04
U029,B035,4.0,2026-09-07
U029,B011,3.5,2026-09-13
U029,B002,2.5,2026-09-14
U030,B017,3.5,2026-08-26
U030,B029,3.5,2026-08-30
U030,B030,4.5,2026-09-01
U030,B010,3.5,2026-09-05
U030,B021,1.5,2026-09-05
U030,B012,3.0,2026-09-07
U030,B013,4.0,2026-09-07
U030,B025,3.0,2026-09-09
U030,B027,4.0,2026-09-10
